ngo_name,darpan_id,state,district,sector,legal_form,year_of_reg,fcra_status,is_active,source,ngo_age_years,is_old_ngo,fcra_registered,sector_enc,legal_form_enc,state_enc
Unnati Healthcare Samiti,BI/1993/0001555,Bihar,Bihar District 6,Healthcare,Section 8 Company,1993,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),32,1,0,5,0,0
Nav Rural Development Foundation,BI/2008/0001556,Bihar,Bihar District 7,Rural Development,Section 8 Company,2008,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),17,1,0,7,0,0
Samaj Rural Development Welfare Organization,BI/2005/0001557,Bihar,Bihar District 1,Rural Development,Section 8 Company,2005,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,1,7,0,0
Shiksha Women Empowerment Development Institute,BI/2015/0001558,Bihar,Bihar District 19,Women Empowerment,Trust,2015,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),10,0,0,10,2,0
Asha Education Trust,BI/2012/0001559,Bihar,Bihar District 12,Education,Section 8 Company,2012,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),13,1,1,3,0,0
Sahyog Rural Development Welfare Organization,BI/1990/0001560,Bihar,Bihar District 9,Rural Development,Trust,1990,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),35,1,0,7,2,0
Lok Education Trust,BI/1997/0001561,Bihar,Bihar District 17,Education,Section 8 Company,1997,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),28,1,1,3,0,0
Sarva Women Empowerment Development Institute,BI/2005/0001562,Bihar,Bihar District 11,Women Empowerment,Trust,2005,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,0,10,2,0
Nav Education Seva Sansthan,BI/1994/0001563,Bihar,Bihar District 13,Education,Trust,1994,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),31,1,1,3,2,0
Gram Healthcare Welfare Organization,BI/1990/0001564,Bihar,Bihar District 9,Healthcare,Trust,1990,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),35,1,0,5,2,0
Shiksha Healthcare Samiti,BI/2001/0001565,Bihar,Bihar District 16,Healthcare,Society,2001,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),24,1,0,5,1,0
Bal Rural Development Development Institute,BI/2002/0001566,Bihar,Bihar District 16,Rural Development,Section 8 Company,2002,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),23,1,0,7,0,0
Gram Healthcare Welfare Organization,BI/2005/0001567,Bihar,Bihar District 20,Healthcare,Society,2005,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,1,5,1,0
Swasthya Education Trust,BI/2021/0001568,Bihar,Bihar District 20,Education,Section 8 Company,2021,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),4,0,0,3,0,0
Sarva Women Empowerment Foundation,BI/2021/0001569,Bihar,Bihar District 19,Women Empowerment,Trust,2021,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),4,0,0,10,2,0
Jan Healthcare Society,BI/1998/0001570,Bihar,Bihar District 2,Healthcare,Trust,1998,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),27,1,1,5,2,0
Shakti Education Seva Sansthan,BI/2001/0001571,Bihar,Bihar District 15,Education,Section 8 Company,2001,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),24,1,0,3,0,0
Lok Healthcare Seva Sansthan,BI/2003/0001572,Bihar,Bihar District 13,Healthcare,Section 8 Company,2003,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),22,1,1,5,0,0
Sewa Healthcare Charitable Trust,BI/2005/0001573,Bihar,Bihar District 9,Healthcare,Society,2005,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,0,5,1,0
Samaj Healthcare Charitable Trust,BI/2003/0001574,Bihar,Bihar District 14,Healthcare,Society,2003,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),22,1,0,5,1,0
Vikas Women Empowerment Charitable Trust,BI/1998/0001575,Bihar,Bihar District 19,Women Empowerment,Trust,1998,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),27,1,0,10,2,0
Swasthya Rural Development Development Institute,BI/2014/0001576,Bihar,Bihar District 7,Rural Development,Section 8 Company,2014,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),11,1,0,7,0,0
Jeevan Education Seva Sansthan,BI/1998/0001577,Bihar,Bihar District 17,Education,Society,1998,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),27,1,0,3,1,0
Sewa Healthcare Seva Sansthan,BI/1993/0001578,Bihar,Bihar District 13,Healthcare,Trust,1993,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),32,1,0,5,2,0
Nari Rural Development Foundation,BI/1996/0001579,Bihar,Bihar District 15,Rural Development,Trust,1996,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),29,1,0,7,2,0
Sahyog Healthcare Charitable Trust,BI/2006/0001580,Bihar,Bihar District 12,Healthcare,Section 8 Company,2006,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),19,1,0,5,0,0
Swasthya Rural Development Charitable Trust,BI/2001/0001581,Bihar,Bihar District 10,Rural Development,Section 8 Company,2001,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),24,1,0,7,0,0
Lok Women Empowerment Seva Sansthan,BI/2008/0001582,Bihar,Bihar District 15,Women Empowerment,Society,2008,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),17,1,0,10,1,0
Jeevan Healthcare Society,BI/2015/0001583,Bihar,Bihar District 3,Healthcare,Trust,2015,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),10,0,0,5,2,0
Sewa Healthcare Welfare Organization,BI/2007/0001584,Bihar,Bihar District 20,Healthcare,Trust,2007,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),18,1,0,5,2,0
Sahyog Healthcare Seva Sansthan,BI/2018/0001585,Bihar,Bihar District 14,Healthcare,Section 8 Company,2018,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),7,0,0,5,0,0
Asha Rural Development Society,BI/1995/0001586,Bihar,Bihar District 7,Rural Development,Section 8 Company,1995,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),30,1,1,7,0,0
Swasthya Education Trust,BI/1991/0001587,Bihar,Bihar District 13,Education,Trust,1991,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),34,1,0,3,2,0
Shiksha Healthcare Trust,BI/2014/0001588,Bihar,Bihar District 10,Healthcare,Section 8 Company,2014,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),11,1,1,5,0,0
Kalyan Rural Development Seva Sansthan,BI/2000/0001589,Bihar,Bihar District 1,Rural Development,Society,2000,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),25,1,0,7,1,0
Vikas Women Empowerment Charitable Trust,BI/2007/0001590,Bihar,Bihar District 18,Women Empowerment,Trust,2007,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),18,1,0,10,2,0
Sarva Women Empowerment Society,BI/2017/0001591,Bihar,Bihar District 17,Women Empowerment,Section 8 Company,2017,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),8,0,0,10,0,0
Sarva Healthcare Development Institute,BI/1995/0001592,Bihar,Bihar District 15,Healthcare,Trust,1995,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),30,1,0,5,2,0
Shakti Rural Development Development Institute,BI/1998/0001593,Bihar,Bihar District 12,Rural Development,Trust,1998,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),27,1,1,7,2,0
Sarva Women Empowerment Foundation,BI/2017/0001594,Bihar,Bihar District 10,Women Empowerment,Trust,2017,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),8,0,1,10,2,0
Asha Rural Development Charitable Trust,BI/2017/0001595,Bihar,Bihar District 13,Rural Development,Trust,2017,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),8,0,0,7,2,0
Unnati Rural Development Samiti,BI/2005/0001596,Bihar,Bihar District 17,Rural Development,Trust,2005,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,1,7,2,0
Samaj Healthcare Development Institute,BI/2007/0001597,Bihar,Bihar District 14,Healthcare,Section 8 Company,2007,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),18,1,0,5,0,0
Shiksha Rural Development Society,BI/2019/0001598,Bihar,Bihar District 20,Rural Development,Trust,2019,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),6,0,1,7,2,0
Samaj Rural Development Seva Sansthan,BI/1993/0001599,Bihar,Bihar District 18,Rural Development,Trust,1993,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),32,1,1,7,2,0
